region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
central NJ,2008,bmw,excellent,6 cylinders,gas,99425,rebuilt,automatic,fwd,mid-size,sedan,silver,nj,9115.454406579724,25216.0,19753
pullman / moscow,2007,ford,excellent,8 cylinders,diesel,304549,clean,manual,4wd,full-size,truck,black,wa,14914.703107518842,24529.0,19756
central NJ,1989,ford,excellent,6 cylinders,gas,175776,clean,automatic,rwd,full-size,truck,silver,nj,12135.637162172934,14728.0,19759
youngstown,1992,jeep,fair,6 cylinders,gas,230909,-1,other,fwd,mid-size,-1,red,oh,3866.4310600252356,2625.0,19767
new hampshire,2009,toyota,excellent,6 cylinders,gas,179969,clean,manual,4wd,full-size,SUV,black,-1,10747.565473459428,19234.0,19777
palm springs,2013,bmw,excellent,6 cylinders,gas,111549,clean,automatic,fwd,mid-size,sedan,orange,ca,10255.938881715527,8056.0,19780
jacksonville,2012,chevrolet,excellent,4 cylinders,gas,114061,rebuilt,manual,fwd,mid-size,coupe,silver,fl,11184.388201216003,17666.0,19791
reno / tahoe,2012,ford,excellent,6 cylinders,gas,122322,clean,automatic,4wd,full-size,SUV,blue,ca,16311.697931594914,8814.0,19837
richmond,2017,mitsubishi,good,4 cylinders,gas,46755,clean,automatic,fwd,mid-size,SUV,white,va,19108.43860121607,20271.0,19858
atlanta,1991,ford,good,6 cylinders,gas,190729,clean,manual,fwd,compact,coupe,white,ga,5502.871804477414,3823.0,19870
albany,2011,dodge,fair,6 cylinders,gas,165156,clean,automatic,fwd,full-size,SUV,black,ny,6961.369506710907,3095.0,19872
orange county,2006,honda,new,6 cylinders,-1,59847,salvage,automatic,fwd,full-size,sedan,blue,ca,9713.147102735704,4304.0,19874
phoenix,2010,chevrolet,like new,8 cylinders,gas,78872,clean,automatic,rwd,full-size,truck,white,-1,20942.435459358385,8394.0,19881
spokane / coeur d'alene,1999,mercury,good,6 cylinders,gas,136946,clean,automatic,fwd,full-size,van,silver,id,5481.727200040361,3432.0,19890
raleigh / durham / CH,2016,chevrolet,excellent,8 cylinders,gas,17397,lien,automatic,fwd,full-size,SUV,black,nc,25286.099557755282,35024.0,19911
central NJ,2008,gmc,good,8 cylinders,diesel,202594,clean,automatic,4wd,full-size,truck,black,nj,12390.296345887473,5833.0,19920
syracuse,1995,chevrolet,good,8 cylinders,gas,185693,clean,manual,rwd,full-size,coupe,white,ny,8524.214421460172,30920.0,19945
columbus,1986,ford,good,6 cylinders,gas,105479,clean,automatic,rwd,full-size,van,white,oh,11382.705140998354,25925.0,19946
tampa bay area,2014,bmw,excellent,4 cylinders,gas,181050,clean,automatic,fwd,mid-size,sedan,black,fl,9206.635463783285,3858.0,19947
tallahassee,2012,honda,excellent,4 cylinders,gas,152560,clean,automatic,fwd,compact,sedan,blue,fl,6801.168505297741,3808.0,19963
baltimore,2016,ford,good,4 cylinders,gas,206956,clean,other,fwd,compact,hatchback,white,md,9417.821047916776,8954.0,19973
east oregon,2015,mitsubishi,like new,4 cylinders,gas,78858,rebuilt,automatic,fwd,mid-size,sedan,blue,or,13226.447350121802,18256.0,19975
tulsa,2013,ram,excellent,6 cylinders,diesel,87565,clean,automatic,4wd,full-size,truck,blue,ok,27997.717552179238,15003.0,19990
okaloosa / walton,2013,ford,excellent,6 cylinders,gas,101875,clean,automatic,fwd,full-size,van,blue,fl,12775.738085200777,28298.0,20004
central NJ,1995,chevrolet,excellent,6 cylinders,gas,143792,clean,automatic,fwd,full-size,SUV,silver,-1,8604.014996239683,12220.0,20012
tampa bay area,2009,bmw,excellent,6 cylinders,-1,92843,clean,automatic,fwd,mid-size,sedan,black,fl,9981.379482229939,5830.0,20025
hawaii,2011,ford,excellent,6 cylinders,gas,103784,clean,automatic,fwd,full-size,van,black,-1,12573.978300397983,14197.0,20044
williamsport,2012,pontiac,fair,4 cylinders,gas,200739,rebuilt,manual,fwd,compact,sedan,silver,pa,3637.4605592654552,4621.0,20045
central michigan,1991,toyota,good,4 cylinders,gas,132226,clean,manual,fwd,mid-size,sedan,grey,mi,4868.073820108315,8979.0,20070
dallas / fort worth,2018,toyota,new,4 cylinders,gas,52268,rebuilt,automatic,fwd,full-size,truck,blue,tx,20655.296197017422,30944.0,20096
orlando,2012,ford,excellent,6 cylinders,gas,115853,clean,automatic,fwd,mid-size,sedan,grey,fl,10295.894543880364,7324.0,20115
scranton / wilkes-barre,2010,ford,excellent,8 cylinders,gas,127001,clean,automatic,4wd,full-size,sedan,white,pa,14339.729473531013,24495.0,20121
chico,1999,buick,good,6 cylinders,gas,202918,clean,automatic,4wd,full-size,SUV,black,ca,7929.904175303644,4549.0,20147
mcallen / edinburg,2006,ford,excellent,8 cylinders,gas,120364,clean,automatic,rwd,full-size,truck,grey,tx,13236.134965928039,30393.0,20170
seattle-tacoma,1993,jeep,excellent,3 cylinders,gas,111628,clean,automatic,4wd,full-size,SUV,custom,wa,13313.569133814191,31304.0,20191
north jersey,1999,bmw,good,6 cylinders,gas,217844,rebuilt,manual,4wd,mid-size,SUV,black,nj,7819.031847201055,9162.0,20210
duluth / superior,2004,toyota,excellent,4 cylinders,gas,293533,clean,automatic,fwd,mid-size,SUV,grey,mn,6239.666654014727,7086.0,20219
buffalo,2010,gmc,excellent,4 cylinders,gas,36962,clean,automatic,fwd,full-size,SUV,black,-1,17480.83474592096,18791.0,20224
maine,2012,hyundai,excellent,4 cylinders,gas,113113,clean,automatic,fwd,compact,sedan,grey,me,6604.179192369571,5244.0,20236
fargo / moorhead,2003,chevrolet,excellent,8 cylinders,gas,129053,clean,automatic,fwd,full-size,sedan,black,mn,7776.392001779517,17731.0,20238
norfolk / hampton roads,1997,chevrolet,excellent,6 cylinders,gas,45615,clean,automatic,rwd,full-size,pickup,blue,va,20616.357612035936,20046.0,20244
salem,2013,jeep,like new,6 cylinders,gas,202753,clean,automatic,4wd,full-size,truck,black,or,17234.37009663484,29623.0,20249
albuquerque,2019,bmw,good,4 cylinders,gas,10588,rebuilt,automatic,fwd,full-size,sedan,blue,nm,19764.568743323674,13541.0,20265
harrisonburg,2015,mazda,excellent,4 cylinders,gas,78660,rebuilt,automatic,fwd,compact,coupe,silver,va,10447.89551387704,7365.0,20269
okaloosa / walton,2014,nissan,excellent,4 cylinders,gas,152420,rebuilt,automatic,fwd,compact,sedan,blue,fl,7789.972050623735,16999.0,20271
nashville,1999,ford,fair,6 cylinders,gas,226632,clean,automatic,fwd,full-size,SUV,silver,-1,4313.028874674579,3764.0,20302
louisville,2013,buick,excellent,6 cylinders,gas,179624,clean,automatic,fwd,mid-size,sedan,blue,-1,8029.875856170198,4547.0,20307
humboldt county,2015,infiniti,excellent,4 cylinders,gas,72485,rebuilt,automatic,fwd,mid-size,sedan,silver,ca,13724.931817538803,23851.0,20308
eugene,1988,nissan,fair,other,gas,185424,clean,manual,fwd,mid-size,coupe,custom,or,3893.9162230880465,2770.0,20329
st cloud,2004,ford,excellent,5 cylinders,gas,162236,clean,automatic,fwd,full-size,sedan,black,-1,7707.602519089123,5576.0,20370
dallas / fort worth,2014,honda,excellent,4 cylinders,gas,61216,clean,automatic,fwd,compact,sedan,white,tx,11019.234886906808,11732.0,20375
new orleans,2012,ford,excellent,6 cylinders,gas,92036,clean,automatic,rwd,mid-size,convertible,green,la,15730.690753048053,5931.0,20387
hartford,2012,hyundai,excellent,6 cylinders,gas,150613,clean,automatic,4wd,full-size,SUV,black,ct,12890.634500883287,18759.0,20391
knoxville,2015,ford,excellent,8 cylinders,gas,21981,clean,automatic,rwd,mid-size,truck,blue,tn,31403.83100415743,20784.0,20406
denver,2005,dodge,good,8 cylinders,gas,171190,clean,automatic,4wd,full-size,wagon,green,co,5180.861120901769,4581.0,20422
ft myers / SW florida,2017,dodge,like new,6 cylinders,gas,43240,rebuilt,automatic,fwd,mid-size,sedan,blue,fl,20908.31506943493,36521.0,20436
central NJ,2013,bmw,excellent,6 cylinders,gas,93221,clean,automatic,4wd,full-size,SUV,black,-1,16892.19243204943,27561.0,20439
vermont,2018,kia,like new,4 cylinders,gas,61517,rebuilt,automatic,fwd,mid-size,SUV,black,vt,19039.48779637157,20453.0,20440
orange county,1985,ford,good,8 cylinders,gas,92337,clean,automatic,rwd,compact,truck,white,ca,12936.618142125895,7373.0,20451
jacksonville,2014,toyota,excellent,4 cylinders,gas,255711,clean,automatic,fwd,mid-size,sedan,black,fl,6805.9620830656495,23459.0,20454
rhode island,1993,chevrolet,good,6 cylinders,gas,201391,clean,automatic,fwd,full-size,SUV,green,ri,4738.5447782368865,2874.0,20456
tampa bay area,2014,ford,good,4 cylinders,gas,105907,clean,automatic,fwd,full-size,sedan,blue,-1,9332.51128635346,6961.0,20458
hickory / lenoir,2013,ford,excellent,6 cylinders,gas,7905,clean,automatic,fwd,mid-size,sedan,white,nc,19266.911388791865,21387.0,20464
humboldt county,1989,ford,good,6 cylinders,diesel,215188,clean,automatic,4wd,full-size,truck,brown,ca,9529.093609465053,5962.0,20465
"washington, DC",2006,honda,excellent,4 cylinders,gas,220136,clean,automatic,fwd,mid-size,SUV,black,dc,6301.652337932726,6719.0,20482
dayton / springfield,2012,dodge,like new,6 cylinders,gas,87893,clean,manual,fwd,mid-size,sedan,blue,oh,11357.713722301414,30553.0,20489
harrisonburg,2012,buick,good,6 cylinders,gas,110021,clean,automatic,fwd,full-size,sedan,black,va,7349.382250537863,5597.0,20492
northern michigan,1991,ford,good,6 cylinders,gas,71893,clean,automatic,fwd,full-size,sedan,black,mi,9103.450620688265,5731.0,20502
albuquerque,2006,ford,fair,8 cylinders,gas,237063,clean,manual,rwd,full-size,pickup,green,nm,3900.240846046945,1970.0,20503
new haven,2001,chevrolet,fair,8 cylinders,-1,174844,clean,automatic,fwd,full-size,coupe,green,ct,4112.798898556968,1728.0,20508
SF bay area,2014,ford,excellent,8 cylinders,gas,76293,clean,automatic,fwd,mid-size,sedan,white,ca,14643.696954637533,7136.0,20513
detroit metro,2013,bmw,excellent,8 cylinders,gas,93391,clean,automatic,4wd,full-size,SUV,black,mi,16756.50637611351,12592.0,20514
los angeles,2012,bmw,excellent,6 cylinders,gas,86169,clean,manual,rwd,mid-size,convertible,red,-1,16757.275461546844,17241.0,20517
new york city,2013,mazda,excellent,4 cylinders,gas,115061,clean,automatic,fwd,compact,sedan,green,ny,6066.383977504214,6087.0,20526
great falls,2009,mercury,excellent,6 cylinders,-1,84142,clean,automatic,fwd,compact,sedan,blue,mt,6988.881306811934,5814.0,20532
tampa bay area,2013,nissan,excellent,4 cylinders,gas,105937,salvage,automatic,rwd,full-size,coupe,black,fl,13203.103994047036,6468.0,20537
topeka,2005,ford,excellent,8 cylinders,diesel,140214,clean,manual,4wd,full-size,SUV,black,ks,16279.003602472832,7673.0,20547
huntington-ashland,2017,honda,good,4 cylinders,gas,118848,rebuilt,automatic,fwd,compact,sedan,silver,ca,7954.232520669466,8803.0,20556
rhode island,2015,buick,excellent,4 cylinders,gas,45946,clean,automatic,fwd,mid-size,SUV,black,-1,17034.099395058816,20045.0,20557
humboldt county,2014,honda,excellent,4 cylinders,hybrid,117940,clean,automatic,fwd,compact,sedan,blue,ca,7481.158650563797,4080.0,20561
northern panhandle,2003,hyundai,good,6 cylinders,gas,23956,clean,automatic,fwd,mid-size,hatchback,white,wv,10554.753550972557,7145.0,20577
new york city,2008,chrysler,good,6 cylinders,gas,148313,clean,automatic,fwd,mid-size,sedan,silver,ny,4745.429705748102,2985.0,20581
bakersfield,2010,buick,excellent,6 cylinders,gas,103288,clean,automatic,fwd,mid-size,SUV,blue,ca,10930.696014573565,29340.0,20584
central NJ,2018,mitsubishi,excellent,4 cylinders,gas,87850,rebuilt,automatic,fwd,mid-size,sedan,black,nj,13919.180209774291,11397.0,20600
pueblo,2005,honda,good,4 cylinders,gas,258486,clean,manual,fwd,mid-size,sedan,green,co,2696.5461011917796,4559.0,20606
watertown,2004,nissan,fair,6 cylinders,gas,185351,-1,automatic,fwd,full-size,-1,silver,-1,3820.1556205542292,3121.0,20619
"washington, DC",2018,chevrolet,excellent,8 cylinders,gas,188458,salvage,automatic,4wd,full-size,truck,white,dc,22889.820190593367,33186.0,20631
dallas / fort worth,2012,ram,excellent,6 cylinders,gas,30952,clean,automatic,rwd,full-size,SUV,white,tx,26487.84647246427,28409.0,20634
wausau,2010,chevrolet,excellent,8 cylinders,gas,142500,clean,automatic,4wd,full-size,truck,black,wi,17101.819705009228,16104.0,20635
columbus,2005,ford,like new,4 cylinders,gas,158382,clean,manual,rwd,compact,convertible,red,oh,9786.156112551456,8271.0,20672
south coast,2003,volkswagen,good,6 cylinders,gas,87810,clean,automatic,rwd,mid-size,sedan,red,ma,7625.346495693317,8258.0,20679
san diego,2013,toyota,excellent,8 cylinders,gas,18366,clean,automatic,fwd,full-size,truck,blue,-1,20076.929261058336,20379.0,20686
wichita,1992,ram,fair,6 cylinders,gas,171303,clean,automatic,rwd,full-size,pickup,green,ks,6499.446449408075,11631.0,20687
kennewick-pasco-richland,2011,ford,good,8 cylinders,diesel,190719,clean,manual,4wd,full-size,truck,green,wa,12505.849849102786,14996.0,20692
south florida,2005,bmw,excellent,6 cylinders,gas,104578,clean,automatic,fwd,compact,sedan,silver,fl,6803.534323839238,11094.0,20699
south jersey,2013,jeep,excellent,6 cylinders,gas,106108,clean,automatic,rwd,mid-size,SUV,brown,nj,14028.427138169995,7930.0,20702
richmond,1994,chevrolet,excellent,8 cylinders,diesel,125667,rebuilt,automatic,4wd,full-size,SUV,black,va,18956.027971921256,5879.0,20704
indianapolis,2005,ram,excellent,6 cylinders,gas,113886,clean,manual,rwd,mid-size,pickup,brown,in,11850.225612187525,2063.0,20706
louisville,2012,bmw,excellent,6 cylinders,gas,21204,clean,automatic,4wd,full-size,SUV,black,ky,24724.370418241015,37258.0,20724
south florida,2010,bmw,excellent,6 cylinders,gas,27396,clean,automatic,rwd,mid-size,sedan,black,fl,20761.003660343355,8616.0,20726
orange county,2014,cadillac,excellent,8 cylinders,gas,60495,clean,manual,rwd,full-size,coupe,black,ca,20956.860571063822,9896.0,20730
winston-salem,2006,ford,good,8 cylinders,gas,94046,clean,manual,rwd,full-size,truck,black,nc,12326.652139236918,6186.0,20737
delaware,2004,acura,good,6 cylinders,-1,182410,clean,manual,fwd,full-size,sedan,green,de,2604.806375572225,3659.0,20752
baltimore,2015,bmw,excellent,8 cylinders,gas,142066,clean,automatic,4wd,full-size,SUV,black,md,17217.828384473687,18307.0,20756
central NJ,2020,ford,like new,6 cylinders,gas,19850,clean,automatic,rwd,full-size,truck,blue,nj,34443.266190407565,46069.0,20758
spokane / coeur d'alene,2007,hyundai,excellent,4 cylinders,gas,223744,salvage,other,fwd,mid-size,sedan,black,id,4852.458064580103,12843.0,20777
space coast,2016,mercury,fair,6 cylinders,gas,115452,clean,other,fwd,compact,SUV,custom,fl,7231.315176620847,3092.0,20789
cedar rapids,2015,honda,good,4 cylinders,gas,60300,lien,automatic,fwd,compact,sedan,black,ia,11427.308881260222,10628.0,20798
fargo / moorhead,2018,honda,good,4 cylinders,gas,23263,clean,other,fwd,full-size,van,blue,mn,18636.64044398605,9635.0,20801
pittsburgh,2016,bmw,excellent,6 cylinders,gas,94617,lien,automatic,4wd,full-size,SUV,red,pa,21193.383322406327,19115.0,20807
hartford,2018,jeep,like new,4 cylinders,gas,182264,clean,automatic,4wd,full-size,SUV,black,ct,17667.085047550267,7557.0,20819
lubbock,2014,chevrolet,excellent,8 cylinders,gas,53402,clean,automatic,4wd,full-size,SUV,black,tx,24475.508616877487,23104.0,20824
los angeles,2013,volkswagen,like new,4 cylinders,gas,-1,clean,automatic,fwd,compact,sedan,black,ca,8857.02678697533,7808.0,20830
grand rapids,1960,buick,fair,6 cylinders,gas,62576,missing,manual,fwd,mid-size,coupe,silver,mi,5028.538870163029,7643.0,20836
syracuse,2014,jeep,excellent,4 cylinders,gas,177174,rebuilt,automatic,4wd,mid-size,SUV,red,ny,14549.861881814664,6704.0,20846
albuquerque,2001,mazda,like new,4 cylinders,gas,113916,clean,automatic,fwd,compact,sedan,green,nm,5041.509392605862,9815.0,20858
syracuse,2014,chevrolet,excellent,4 cylinders,gas,117369,clean,automatic,fwd,mid-size,sedan,black,ny,10690.66443053796,7091.0,20862
harrisburg,1983,acura,fair,8 cylinders,gas,171483,clean,other,4wd,full-size,SUV,green,pa,4093.275197006529,2904.0,20871
milwaukee,2016,honda,like new,4 cylinders,gas,43231,clean,automatic,fwd,full-size,sedan,black,wi,15962.52504754602,16240.0,20876
greensboro,2009,chevrolet,excellent,6 cylinders,gas,158473,clean,automatic,4wd,full-size,pickup,black,-1,15566.379099763697,7371.0,20889
columbus,1997,gmc,good,6 cylinders,gas,162847,clean,manual,4wd,full-size,pickup,red,oh,10135.631434254115,3591.0,20895
ft myers / SW florida,2011,bmw,excellent,6 cylinders,gas,36992,-1,manual,rwd,compact,-1,silver,fl,19354.335691578453,20925.0,20903
"washington, DC",2011,cadillac,excellent,6 cylinders,gas,139893,-1,manual,fwd,mid-size,-1,silver,dc,10375.348424786469,3497.0,20904
missoula,1998,ford,fair,6 cylinders,gas,113795,clean,automatic,4wd,full-size,SUV,white,mt,10221.857508368557,2444.0,20907
southwest MN,2005,bmw,excellent,6 cylinders,gas,67941,clean,manual,rwd,mid-size,convertible,silver,mn,15027.825684211915,23229.0,20914
buffalo,2013,lexus,excellent,6 cylinders,gas,117572,rebuilt,automatic,fwd,mid-size,SUV,black,ny,12143.36458093836,10446.0,20921
boston,2014,bmw,excellent,6 cylinders,gas,93150,-1,automatic,fwd,mid-size,-1,brown,ma,11710.94309059321,27809.0,20922
fredericksburg,2010,ford,excellent,8 cylinders,diesel,56042,clean,automatic,4wd,full-size,truck,silver,va,28052.36063588201,35024.0,20929
rochester,2001,toyota,fair,6 cylinders,gas,155790,clean,manual,fwd,compact,SUV,silver,-1,4851.494899483165,1183.0,20933
tampa bay area,2001,toyota,salvage,4 cylinders,gas,162154,clean,manual,fwd,mid-size,sedan,green,fl,3611.9608730764594,3142.0,20934
tucson,2012,chevrolet,excellent,8 cylinders,gas,114593,clean,automatic,4wd,full-size,pickup,black,az,18917.092663839227,15287.0,20937
orange county,2002,chevrolet,excellent,8 cylinders,-1,129345,rebuilt,automatic,rwd,full-size,van,silver,ca,13032.27433337248,12217.0,20940
nashville,2006,ford,good,8 cylinders,gas,233565,clean,automatic,4wd,full-size,truck,black,tn,8375.142947830027,4100.0,20944
western maryland,2008,ram,like new,8 cylinders,gas,132202,clean,automatic,rwd,full-size,truck,green,md,13102.022538643098,3476.0,20951
columbus,2006,volkswagen,excellent,6 cylinders,gas,200151,clean,automatic,fwd,mid-size,sedan,silver,oh,4815.810201668879,3889.0,20968
flagstaff / sedona,2016,dodge,good,4 cylinders,gas,72313,clean,automatic,fwd,mid-size,sedan,white,az,14826.941352462163,8431.0,20969
san antonio,2018,mercedes-benz,excellent,4 cylinders,gas,41857,rebuilt,automatic,fwd,mid-size,sedan,blue,tx,19689.841813957086,19511.0,20976
tucson,2013,subaru,excellent,6 cylinders,gas,168475,clean,automatic,fwd,mid-size,SUV,blue,az,10863.283873924753,2877.0,21032
detroit metro,2014,kia,excellent,4 cylinders,gas,103826,clean,automatic,fwd,full-size,sedan,black,mi,10004.353524273029,11983.0,21036
redding,2013,ford,good,6 cylinders,gas,111185,clean,automatic,fwd,full-size,sedan,black,ca,9112.308577587595,4145.0,21037
syracuse,2007,toyota,good,6 cylinders,gas,126926,clean,automatic,fwd,full-size,SUV,blue,ny,6305.170137742301,5908.0,21046
central NJ,1986,honda,excellent,4 cylinders,gas,139598,rebuilt,automatic,fwd,compact,sedan,silver,-1,5956.075570242247,4317.0,21051
western slope,2012,honda,excellent,4 cylinders,-1,50921,clean,automatic,fwd,full-size,SUV,silver,co,13598.25867155916,24820.0,21055
ames,1968,ford,good,8 cylinders,gas,33744,clean,manual,rwd,full-size,pickup,white,ia,22887.388927049702,25181.0,21065
central NJ,2002,chevrolet,excellent,6 cylinders,gas,107395,clean,automatic,fwd,full-size,sedan,black,nj,8296.262603586307,5334.0,21066
toledo,2010,kia,excellent,4 cylinders,gas,161719,rebuilt,automatic,fwd,full-size,sedan,silver,oh,8129.442810827633,5654.0,21068
